#timestamp|callsign|vessel|latitude|longitude
1631140731000|ZMT3984|CLIPPER 3|-36.88957666666666|174.98965333333334
1631140734000|ZMU7402|D6 |-36.84108333333333|174.767435
1631140736000|ZME7070|D7 |-36.78991166666667|174.67825833333333
1631140560000|ZMZ6487|DISCOVERY I|-36.842485|174.762585
1631140680000|ZMA2422|DISCOVERY III|-36.839906666666664|174.75087833333333
1631140680000|ZMZ4489|HARBOURCAT|-36.87175666666667|174.901425
1631140680000|ZMQ7781|ISLAND NAVIGATOR|-36.83794833333334|174.754955
1631140732000|ZMW7964|KORORA|-36.841335|174.76729833333334
1631140500000|ZMR3723|OSPREY|-36.840316666666666|174.75023
1631140620000|ZMU5423|SEABRIDGE|-36.83772333333334|174.75544
1631140680000|ZMV7638|SEAMASTER|-36.8399|174.92132833333332
1631140560000|ZMR3466|SEAWAY II|-36.858803333333334|174.94127666666665
1631140680000|ZMV7877|SERENITY|-36.835475|174.76758833333332
1631140730000|ZMU2646|TE KOTUKU|-36.84197833333333|174.76672833333333
1631140620000|ZMR2981|TIGER CAT|-36.84074833333333|174.76757666666666
1631140733000|ZMX2703|TOREA|-36.78078|174.99148
1631140736000|ZMX8794|IKA KAKAHI|-36.84194166666666|174.76720166666667
1631140740000|ZMG2004|ADVENTURER|-36.83322|174.79521
1631140757000|ZMG3426|KEKENO|-36.842348333333334|174.76633666666666
1631140765000|ZMS7101|CLIPPER II|-36.88974|174.98972
1631140761000|ZMT3984|CLIPPER 3|-36.88957666666666|174.98965333333334
1631140764000|ZMU7402|D6 |-36.84108166666667|174.76745166666666
1631140756000|ZME7070|D7 |-36.789923333333334|174.678265
1631140740000|ZMZ6487|DISCOVERY I|-36.84249166666667|174.76255833333335
1631140680000|ZMA2422|DISCOVERY III|-36.839906666666664|174.75087833333333
1631140740000|ZMZ4489|HARBOURCAT|-36.87246666666667|174.90124
1631140680000|ZMQ7781|ISLAND NAVIGATOR|-36.83794833333334|174.754955
1631140764000|ZMW7964|KORORA|-36.84133666666666|174.76729666666665
1631140500000|ZMR3723|OSPREY|-36.840316666666666|174.75023
1631140620000|ZMU5423|SEABRIDGE|-36.83772333333334|174.75544
1631140740000|ZMV7638|SEAMASTER|-36.840465|174.92112166666666
1631140560000|ZMR3466|SEAWAY II|-36.858803333333334|174.94127666666665
1631140740000|ZMV7877|SERENITY|-36.836483333333334|174.7692
1631140760000|ZMU2646|TE KOTUKU|-36.84196333333333|174.76673833333334
1631140620000|ZMR2981|TIGER CAT|-36.84074833333333|174.76757666666666
1631140762000|ZMX2703|TOREA|-36.78078166666667|174.99148
1631140759000|ZMX8794|IKA KAKAHI|-36.841955|174.76720666666668
1631140740000|ZMG2004|ADVENTURER|-36.833185|174.79537166666665
1631140797000|ZMG3426|KEKENO|-36.84235666666667|174.76635
1631140796000|ZMS7101|CLIPPER II|-36.889743333333335|174.98972
1631140791000|ZMT3984|CLIPPER 3|-36.88956666666667|174.98965333333334
1631140794000|ZMU7402|D6 |-36.84108666666667|174.76743833333333
1631140796000|ZME7070|D7 |-36.789923333333334|174.67826833333334
1631140740000|ZMZ6487|DISCOVERY I|-36.84249166666667|174.76255833333335
1631140680000|ZMA2422|DISCOVERY III|-36.839906666666664|174.75087833333333
1631140740000|ZMZ4489|HARBOURCAT|-36.87311666666667|174.900985
1631140680000|ZMQ7781|ISLAND NAVIGATOR|-36.83794833333334|174.754955
1631140792000|ZMW7964|KORORA|-36.84133333333333|174.76729666666665
1631140500000|ZMR3723|OSPREY|-36.840316666666666|174.75023
1631140620000|ZMU5423|SEABRIDGE|-36.83772333333334|174.75544
1631140800000|ZMV7638|SEAMASTER|-36.84073|174.921105
1631140740000|ZMR3466|SEAWAY II|-36.858873333333335|174.941365
1631140740000|ZMV7877|SERENITY|-36.83701|174.77115
1631140790000|ZMU2646|TE KOTUKU|-36.841971666666666|174.76672833333333
1631140620000|ZMR2981|TIGER CAT|-36.84074833333333|174.76757666666666
1631140793000|ZMX2703|TOREA|-36.78078166666667|174.99147833333333
1631140797000|ZMX8794|IKA KAKAHI|-36.84195166666667|174.76720833333334
1631140740000|ZMG2004|ADVENTURER|-36.833185|174.79537166666665
1631140817000|ZMG3426|KEKENO|-36.84235833333334|174.766355
1631140814000|ZMS7101|CLIPPER II|-36.889743333333335|174.98972
1631140821000|ZMT3984|CLIPPER 3|-36.88957333333333|174.98965333333334
1631140816000|ZMU7402|D6 |-36.841076666666666|174.76744
1631140815000|ZME7070|D7 |-36.789901666666665|174.67827
1631140740000|ZMZ6487|DISCOVERY I|-36.84249166666667|174.76255833333335
1631140680000|ZMA2422|DISCOVERY III|-36.839906666666664|174.75087833333333
1631140800000|ZMZ4489|HARBOURCAT|-36.87378833333333|174.90072
1631140680000|ZMQ7781|ISLAND NAVIGATOR|-36.83794833333334|174.754955
1631140824000|ZMW7964|KORORA|-36.84133166666667|174.76729666666665
1631140500000|ZMR3723|OSPREY|-36.840316666666666|174.75023
1631140800000|ZMU5423|SEABRIDGE|-36.837743333333336|174.75544
1631140800000|ZMV7638|SEAMASTER|-36.84073|174.921105
1631140740000|ZMR3466|SEAWAY II|-36.858873333333335|174.941365
1631140800000|ZMV7877|SERENITY|-36.83731|174.77346166666666
1631140820000|ZMU2646|TE KOTUKU|-36.84198833333333|174.76676166666667
1631140800000|ZMR2981|TIGER CAT|-36.84077|174.767575
1631140822000|ZMX2703|TOREA|-36.78078333333333|174.99147833333333
1631140819000|ZMX8794|IKA KAKAHI|-36.84195166666667|174.767215
1631140740000|ZMG2004|ADVENTURER|-36.833185|174.79537166666665
1631140847000|ZMG3426|KEKENO|-36.842346666666664|174.76634333333334
1631140845000|ZMS7101|CLIPPER II|-36.889743333333335|174.98972
1631140851000|ZMT3984|CLIPPER 3|-36.88957333333333|174.98965333333334
1631140844000|ZMU7402|D6 |-36.841073333333334|174.76742333333334
1631140847000|ZME7070|D7 |-36.789881666666666|174.67826
1631140740000|ZMZ6487|DISCOVERY I|-36.84249166666667|174.76255833333335
1631140800000|ZMA2422|DISCOVERY III|-36.83989666666667|174.75089166666666
1631140800000|ZMZ4489|HARBOURCAT|-36.874415|174.900405
1631140680000|ZMQ7781|ISLAND NAVIGATOR|-36.83794833333334|174.754955
1631140852000|ZMW7964|KORORA|-36.84132666666667|174.76729333333333
1631140500000|ZMR3723|OSPREY|-36.840316666666666|174.75023
1631140800000|ZMU5423|SEABRIDGE|-36.837743333333336|174.75544
1631140800000|ZMV7638|SEAMASTER|-36.84072|174.921205
1631140740000|ZMR3466|SEAWAY II|-36.858873333333335|174.941365
1631140800000|ZMV7877|SERENITY|-36.83751|174.77545833333335
1631140850000|ZMU2646|TE KOTUKU|-36.84198|174.76672
1631140800000|ZMR2981|TIGER CAT|-36.84077|174.767575
1631140843000|ZMX2703|TOREA|-36.780785|174.99147833333333
1631140848000|ZMX8794|IKA KAKAHI|-36.84195|174.76721333333333
1631140740000|ZMG2004|ADVENTURER|-36.833185|174.79537166666665
1631140888000|ZMG3426|KEKENO|-36.842346666666664|174.76634666666666
1631140885000|ZMS7101|CLIPPER II|-36.88974666666667|174.98972
1631140891000|ZMT3984|CLIPPER 3|-36.88956666666667|174.98965333333334
1631140884000|ZMU7402|D6 |-36.84106666666667|174.76741833333332
1631140886000|ZME7070|D7 |-36.789875|174.67825
1631140740000|ZMZ6487|DISCOVERY I|-36.84249166666667|174.76255833333335
1631140800000|ZMA2422|DISCOVERY III|-36.83989666666667|174.75089166666666
1631140860000|ZMZ4489|HARBOURCAT|-36.875005|174.89996666666667
1631140860000|ZMQ7781|ISLAND NAVIGATOR|-36.837943333333335|174.75491666666667
1631140893000|ZMW7964|KORORA|-36.84132666666667|174.76729666666665
1631140860000|ZMR3723|OSPREY|-36.84021|174.75016
1631140800000|ZMU5423|SEABRIDGE|-36.837743333333336|174.75544
1631140860000|ZMV7638|SEAMASTER|-36.8407|174.92150166666667
1631140740000|ZMR3466|SEAWAY II|-36.858873333333335|174.941365
1631140860000|ZMV7877|SERENITY|-36.837645|174.77753
1631140891000|ZMU2646|TE KOTUKU|-36.841966666666664|174.76673833333334
1631140800000|ZMR2981|TIGER CAT|-36.84077|174.767575
1631140892000|ZMX2703|TOREA|-36.780786666666664|174.99147833333333
1631140888000|ZMX8794|IKA KAKAHI|-36.841945|174.76721
1631140740000|ZMG2004|ADVENTURER|-36.833185|174.79537166666665
1631140907000|ZMG3426|KEKENO|-36.842348333333334|174.76634166666668
1631140905000|ZMS7101|CLIPPER II|-36.889743333333335|174.98972
1631140902000|ZMT3984|CLIPPER 3|-36.88957333333333|174.98965333333334
1631140904000|ZMU7402|D6 |-36.84108|174.76744166666666
1631140907000|ZME7070|D7 |-36.78988833333333|174.67816333333334
1631140740000|ZMZ6487|DISCOVERY I|-36.84249166666667|174.76255833333335
1631140800000|ZMA2422|DISCOVERY III|-36.83989666666667|174.75089166666666
1631140860000|ZMZ4489|HARBOURCAT|-36.87563166666666|174.89942166666665
1631140860000|ZMQ7781|ISLAND NAVIGATOR|-36.837943333333335|174.75491666666667
1631140902000|ZMW7964|KORORA|-36.84132833333334|174.76729666666665
1631140860000|ZMR3723|OSPREY|-36.84021|174.75016
1631140800000|ZMU5423|SEABRIDGE|-36.837743333333336|174.75544
1631140860000|ZMV7638|SEAMASTER|-36.8407|174.92150166666667
1631140740000|ZMR3466|SEAWAY II|-36.858873333333335|174.941365
1631140860000|ZMV7877|SERENITY|-36.83777166666667|174.77961166666665
1631140899000|ZMU2646|TE KOTUKU|-36.841953333333336|174.76672166666665
1631140800000|ZMR2981|TIGER CAT|-36.84077|174.767575
1631140903000|ZMX2703|TOREA|-36.780785|174.99147666666667
1631140899000|ZMX8794|IKA KAKAHI|-36.84194333333333|174.76720666666668
1631140920000|ZMG2004|ADVENTURER|-36.83322|174.79545333333334
1631140937000|ZMG3426|KEKENO|-36.842353333333335|174.76634833333333
1631140934000|ZMS7101|CLIPPER II|-36.88974|174.98968
1631140941000|ZMT3984|CLIPPER 3|-36.88956666666667|174.98965333333334
1631140936000|ZMU7402|D6 |-36.84108166666667|174.76742333333334
1631140935000|ZME7070|D7 |-36.78994|174.67808166666666
1631140920000|ZMZ6487|DISCOVERY I|-36.84249833333333|174.76256833333332
1631140800000|ZMA2422|DISCOVERY III|-36.83989666666667|174.75089166666666
1631140920000|ZMZ4489|HARBOURCAT|-36.87630166666667|174.89866
1631140860000|ZMQ7781|ISLAND NAVIGATOR|-36.837943333333335|174.75491666666667
1631140932000|ZMW7964|KORORA|-36.84133|174.76729666666665
1631140860000|ZMR3723|OSPREY|-36.84021|174.75016
1631140800000|ZMU5423|SEABRIDGE|-36.837743333333336|174.75544
1631140920000|ZMV7638|SEAMASTER|-36.84073166666667|174.921575
1631140740000|ZMR3466|SEAWAY II|-36.858873333333335|174.941365
1631140920000|ZMV7877|SERENITY|-36.83792833333333|174.78191
1631140940000|ZMU2646|TE KOTUKU|-36.841993333333335|174.76675166666666
1631140800000|ZMR2981|TIGER CAT|-36.84077|174.767575
1631140942000|ZMX2703|TOREA|-36.78078333333333|174.99147666666667
1631140938000|ZMX8794|IKA KAKAHI|-36.84194333333333|174.76720833333334
1631140920000|ZMG2004|ADVENTURER|-36.83322|174.79545333333334
1631140978000|ZMG3426|KEKENO|-36.84236666666666|174.76633666666666
1631140976000|ZMS7101|CLIPPER II|-36.88973|174.98968
1631140962000|ZMT3984|CLIPPER 3|-36.88956666666667|174.98965333333334
1631140974000|ZMU7402|D6 |-36.84108666666667|174.76745
1631140975000|ZME7070|D7 |-36.789656666666666|174.677635
1631140920000|ZMZ6487|DISCOVERY I|-36.84249833333333|174.76256833333332
1631140800000|ZMA2422|DISCOVERY III|-36.83989666666667|174.75089166666666
1631140920000|ZMZ4489|HARBOURCAT|-36.877008333333336|174.897825
1631140860000|ZMQ7781|ISLAND NAVIGATOR|-36.837943333333335|174.75491666666667
1631140973000|ZMW7964|KORORA|-36.84133333333333|174.76729333333333
1631140860000|ZMR3723|OSPREY|-36.84021|174.75016
1631140800000|ZMU5423|SEABRIDGE|-36.837743333333336|174.75544
1631140920000|ZMV7638|SEAMASTER|-36.84073166666667|174.921575
1631140920000|ZMR3466|SEAWAY II|-36.858893333333334|174.94133
1631140920000|ZMV7877|SERENITY|-36.83804166666667|174.78416333333334
1631140970000|ZMU2646|TE KOTUKU|-36.84195833333333|174.76672833333333
1631140800000|ZMR2981|TIGER CAT|-36.84077|174.767575
1631140972000|ZMX2703|TOREA|-36.78078166666667|174.99147666666667
1631140977000|ZMX8794|IKA KAKAHI|-36.84194166666666|174.76720666666668
1631140920000|ZMG2004|ADVENTURER|-36.83322|174.79545333333334
1631141008000|ZMG3426|KEKENO|-36.84236|174.76634166666668
1631141005000|ZMS7101|CLIPPER II|-36.889723333333336|174.98968
1631141003000|ZMT3984|CLIPPER 3|-36.88956666666667|174.98965333333334
1631141004000|ZMU7402|D6 |-36.841075|174.76746
1631141006000|ZME7070|D7 |-36.78958|174.67673
1631140920000|ZMZ6487|DISCOVERY I|-36.84249833333333|174.76256833333332
1631140800000|ZMA2422|DISCOVERY III|-36.83989666666667|174.75089166666666
1631140920000|ZMZ4489|HARBOURCAT|-36.877008333333336|174.897825
1631140860000|ZMQ7781|ISLAND NAVIGATOR|-36.837943333333335|174.75491666666667
1631141004000|ZMW7964|KORORA|-36.84133333333333|174.76729666666665
1631140860000|ZMR3723|OSPREY|-36.84021|174.75016
1631140980000|ZMU5423|SEABRIDGE|-36.83772333333334|174.7554
1631140920000|ZMV7638|SEAMASTER|-36.84073166666667|174.921575
1631140920000|ZMR3466|SEAWAY II|-36.858893333333334|174.94133
1631140920000|ZMV7877|SERENITY|-36.83804166666667|174.78416333333334
1631141000000|ZMU2646|TE KOTUKU|-36.84197666666667|174.76673333333332
1631140980000|ZMR2981|TIGER CAT|-36.840763333333335|174.767565
1631141002000|ZMX2703|TOREA|-36.78078333333333|174.991475
1631141008000|ZMX8794|IKA KAKAHI|-36.84194333333333|174.767205
1631140920000|ZMG2004|ADVENTURER|-36.83322|174.79545333333334
1631141027000|ZMG3426|KEKENO|-36.84235666666667|174.76633666666666
1631141025000|ZMS7101|CLIPPER II|-36.88972|174.98968
1631141031000|ZMT3984|CLIPPER 3|-36.88956666666667|174.98965333333334
1631141024000|ZMU7402|D6 |-36.84108333333333|174.76746333333332
1631141026000|ZME7070|D7 |-36.789375|174.67623666666665
1631140920000|ZMZ6487|DISCOVERY I|-36.84249833333333|174.76256833333332
1631140980000|ZMA2422|DISCOVERY III|-36.83991666666667|174.75088333333332
1631140980000|ZMZ4489|HARBOURCAT|-36.87838333333333|174.89611333333335
1631140980000|ZMQ7781|ISLAND NAVIGATOR|-36.83792833333333|174.754915
1631141022000|ZMW7964|KORORA|-36.841335|174.76729666666665
1631140860000|ZMR3723|OSPREY|-36.84021|174.75016
1631140980000|ZMU5423|SEABRIDGE|-36.83772333333334|174.7554
1631140920000|ZMV7638|SEAMASTER|-36.84073166666667|174.921575
1631140920000|ZMR3466|SEAWAY II|-36.858893333333334|174.94133
1631140980000|ZMV7877|SERENITY|-36.838765|174.78851333333333
1631141030000|ZMU2646|TE KOTUKU|-36.84191833333333|174.76670833333333
1631140980000|ZMR2981|TIGER CAT|-36.840763333333335|174.767565
1631141032000|ZMX2703|TOREA|-36.780785|174.99147666666667
1631141028000|ZMX8794|IKA KAKAHI|-36.84194|174.7672
1631140920000|ZMG2004|ADVENTURER|-36.83322|174.79545333333334
1631141058000|ZMG3426|KEKENO|-36.84235666666667|174.766335
1631141054000|ZMS7101|CLIPPER II|-36.88972|174.98972
1631141041000|ZMT3984|CLIPPER 3|-36.88956666666667|174.98965333333334
1631141056000|ZMU7402|D6 |-36.841076666666666|174.76746333333332
1631141055000|ZME7070|D7 |-36.788915|174.67549
1631140920000|ZMZ6487|DISCOVERY I|-36.84249833333333|174.76256833333332
1631140980000|ZMA2422|DISCOVERY III|-36.83991666666667|174.75088333333332
1631141040000|ZMZ4489|HARBOURCAT|-36.87905833333333|174.895365
1631140980000|ZMQ7781|ISLAND NAVIGATOR|-36.83792833333333|174.754915
1631141052000|ZMW7964|KORORA|-36.84133166666667|174.76729333333333
1631140860000|ZMR3723|OSPREY|-36.84021|174.75016
1631140980000|ZMU5423|SEABRIDGE|-36.83772333333334|174.7554
1631140920000|ZMV7638|SEAMASTER|-36.84073166666667|174.921575
1631140920000|ZMR3466|SEAWAY II|-36.858893333333334|174.94133
1631141040000|ZMV7877|SERENITY|-36.83983|174.79147666666665
1631141051000|ZMU2646|TE KOTUKU|-36.84196|174.76673166666666
1631140980000|ZMR2981|TIGER CAT|-36.840763333333335|174.767565
1631141052000|ZMX2703|TOREA|-36.78078333333333|174.99147833333333
1631141058000|ZMX8794|IKA KAKAHI|-36.84195833333333|174.76721833333335
1631140920000|ZMG2004|ADVENTURER|-36.83322|174.79545333333334
1631141088000|ZMG3426|KEKENO|-36.84236|174.76633166666667
1631141085000|ZMS7101|CLIPPER II|-36.88972|174.98972
1631141091000|ZMT3984|CLIPPER 3|-36.88956|174.98965333333334
1631141084000|ZMU7402|D6 |-36.841055|174.76745833333334
1631141086000|ZME7070|D7 |-36.78846166666667|174.67473333333334
1631140920000|ZMZ6487|DISCOVERY I|-36.84249833333333|174.76256833333332
1631140980000|ZMA2422|DISCOVERY III|-36.83991666666667|174.75088333333332
1631141040000|ZMZ4489|HARBOURCAT|-36.879545|174.89476666666667
1631140980000|ZMQ7781|ISLAND NAVIGATOR|-36.83792833333333|174.754915
1631141093000|ZMW7964|KORORA|-36.84133166666667|174.767295
1631140860000|ZMR3723|OSPREY|-36.84021|174.75016
1631140980000|ZMU5423|SEABRIDGE|-36.83772333333334|174.7554
